CheckingAcctStat,Duration,CreditHistory,Purpose,CreditAmount,Savings,Employment,InstallmentRatePecnt,SexAndStatus,OtherDetorsGuarantors,PresentResidenceTime,Property,Age,OtherInstalments,Housing,ExistingCreditsAtBank,Job,NumberDependents,Telephone,ForeignWorker,CreditStatus
A12,0.102941176,A34,A40,0.058985364,A64,A73,1,A92,A101,1,A123,0.375,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.073529412,A32,A42,0.058490151,A61,A75,0,A93,A101,1,A123,0.017857143,A143,A152,0,A173,0,A191,A201,0
A12,0.382352941,A32,A43,0.080609662,A65,A73,1,A92,A101,0,A123,0.125,A143,A152,0,A173,0,A191,A201,0
A14,0.205882353,A34,A43,0.073291515,A64,A75,1,A93,A101,1,A123,0.482142857,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.117647059,A34,A43,0.114504237,A65,A75,0,A93,A102,1,A121,0.535714286,A143,A152,0,A173,0,A192,A201,0
A13,0.558823529,A34,A41,0.250137559,A61,A75,1,A93,A101,1,A124,0.660714286,A143,A153,0,A173,0,A191,A201,0
A11,0.294117647,A34,A40,0.052217454,A61,A75,1,A93,A101,1,A123,0.732142857,A143,A152,0.333333333,A172,0,A191,A201,1
A14,0.382352941,A32,A43,0.114614284,A63,A75,1,A93,A101,0.333333333,A123,0.196428571,A141,A152,0,A174,0,A191,A201,0
A14,0.294117647,A34,A42,0.097832068,A61,A74,0.333333333,A93,A101,0.333333333,A122,0.196428571,A143,A152,0.333333333,A172,0,A191,A201,0
A11,0.117647059,A32,A42,0.419005172,A61,A75,1,A93,A101,1,A124,0.607142857,A143,A153,0,A174,0,A192,A201,1
A14,0.294117647,A32,A43,0.185484758,A62,A75,0.333333333,A93,A101,1,A123,0.214285714,A143,A152,0.333333333,A173,0,A191,A201,1
A14,0.514705882,A32,A41,0.127599868,A63,A73,1,A93,A101,1,A123,0.089285714,A143,A152,0,A173,0,A191,A201,0
A11,0.470588235,A32,A40,0.496368438,A61,A74,0.333333333,A93,A101,0,A123,0.089285714,A143,A152,0,A173,0,A192,A201,1
A11,0.294117647,A34,A49,0.062286783,A62,A74,1,A93,A101,0,A121,0.125,A143,A152,0.333333333,A173,0,A192,A201,0
A12,0.073529412,A32,A43,0.102784197,A61,A73,0.333333333,A93,A101,0.333333333,A121,0.321428571,A143,A152,0,A172,1,A191,A201,0
A11,0.647058824,A32,A46,0.397600968,A61,A74,1,A93,A101,0,A124,0.553571429,A143,A153,0,A174,0,A192,A201,0
A11,0.029411765,A34,A40,0.019753494,A61,A74,1,A92,A101,0.666666667,A122,0.321428571,A143,A152,0.333333333,A173,0,A191,A202,0
A11,0.294117647,A32,A42,0.164190602,A61,A72,1,A92,A101,1,A121,0.071428571,A143,A151,0,A172,0,A192,A201,1
A11,0.294117647,A31,A40,0.051887312,A61,A71,0,A92,A102,1,A124,0.178571429,A143,A151,0.333333333,A171,0,A191,A201,1
A11,0.073529412,A34,A40,0.14025531,A61,A73,0.333333333,A93,A101,0.333333333,A121,0.303571429,A143,A151,0.333333333,A173,1,A191,A201,0
A13,0.088235294,A32,A40,0.054473424,A62,A75,0,A92,A101,1,A124,0.517857143,A143,A153,0,A172,1,A191,A201,1
A14,0.073529412,A34,A40,0.053593045,A61,A73,0.666666667,A93,A101,0,A121,0.196428571,A143,A152,0.333333333,A173,0,A191,A201,0
A12,0.294117647,A33,A49,0.369593925,A62,A74,1,A93,A101,1,A123,0.303571429,A143,A151,0,A174,0,A192,A201,0
A11,0.161764706,A32,A40,0.06344228,A61,A73,0.333333333,A92,A101,1,A123,0.160714286,A143,A151,0,A173,0,A191,A201,0
A12,0.117647059,A32,A43,0.147463409,A61,A74,0.333333333,A92,A101,0,A121,0.142857143,A143,A152,0,A173,0,A191,A201,0
A14,0.205882353,A34,A41,0.198085177,A61,A74,0.666666667,A93,A101,0,A123,0.142857143,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.205882353,A32,A42,0.17453505,A61,A75,1,A93,A101,1,A122,0.5,A141,A152,0.666666667,A173,1,A192,A201,0
A14,0.073529412,A34,A46,0.037746231,A63,A75,1,A93,A101,0.333333333,A123,0.589285714,A143,A152,0.333333333,A173,0,A192,A201,0
A12,0.470588235,A30,A49,0.093705293,A61,A75,1,A93,A101,1,A124,0.75,A143,A153,0,A174,0,A192,A201,1
A12,0.294117647,A32,A43,0.156377242,A62,A72,0.666666667,A94,A101,0.333333333,A123,0.053571429,A143,A151,0,A173,0,A192,A201,1
A14,0.294117647,A33,A41,0.243699791,A61,A74,0.666666667,A93,A101,0.666666667,A123,0.285714286,A143,A152,0.333333333,A172,0,A192,A201,0
A12,0.102941176,A32,A42,0.073016397,A64,A72,1,A92,A101,0,A121,0.017857143,A143,A152,0,A173,0,A191,A201,0
A14,0.029411765,A32,A42,0.071145593,A64,A73,1,A91,A101,0.333333333,A121,0.25,A143,A152,0,A173,0,A191,A201,0
A14,0.470588235,A32,A49,0.393914383,A65,A75,0.666666667,A93,A101,0.333333333,A122,0.321428571,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.161764706,A32,A40,0.124408496,A61,A71,0,A92,A101,1,A123,0.071428571,A143,A151,0,A173,0,A191,A201,0
A14,0.088235294,A32,A43,0.092109607,A61,A73,0,A93,A101,1,A122,0.339285714,A143,A152,0,A173,0,A192,A202,0
A11,0.294117647,A32,A43,0.095576098,A61,A73,0.333333333,A93,A101,1,A121,0.035714286,A143,A151,0,A172,1,A191,A201,1
A11,0.382352941,A32,A43,0.125013756,A61,A75,0,A93,A103,0.666666667,A122,0.357142857,A143,A152,0,A173,1,A191,A201,0
A12,0.029411765,A32,A43,0.045009354,A61,A75,1,A93,A101,1,A123,0.160714286,A143,A152,0,A173,1,A191,A201,0
A11,0.470588235,A32,A40,0.087597667,A61,A72,1,A92,A101,1,A123,0.267857143,A143,A152,0,A173,0,A192,A201,1
A11,0.558823529,A33,A43,0.22669748,A61,A74,0.666666667,A93,A101,0.333333333,A122,0.125,A141,A152,0.333333333,A173,1,A192,A201,1
A11,0.294117647,A32,A40,0.251293056,A61,A74,0.333333333,A93,A102,0.666666667,A122,0.214285714,A143,A152,0,A173,0,A192,A201,1
A12,0.029411765,A32,A43,0.006492792,A65,A75,1,A93,A101,1,A122,0.339285714,A143,A152,0,A173,0,A191,A201,0
A11,0.647058824,A34,A41,0.334598878,A61,A75,1,A93,A101,1,A124,0.482142857,A143,A153,0.333333333,A173,0,A192,A201,1
A12,0.029411765,A33,A40,0.05276769,A61,A71,1,A93,A101,1,A122,0.5,A143,A152,0,A174,0,A192,A201,1
A14,0.294117647,A31,A49,0.072025971,A61,A74,1,A93,A101,1,A123,0.553571429,A141,A152,0,A173,0,A192,A201,0
A14,0.205882353,A34,A40,0.044294046,A61,A72,1,A92,A101,0,A122,0.196428571,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.25,A32,A43,0.170958512,A64,A72,1,A92,A101,0.333333333,A123,0.178571429,A141,A152,0,A173,0,A191,A201,0
A11,0.338235294,A32,A43,0.174204908,A61,A73,0.666666667,A93,A101,0.333333333,A123,0.142857143,A143,A152,0,A174,0,A191,A201,0
A11,0.558823529,A32,A43,0.380983823,A65,A74,1,A92,A101,0.666666667,A123,0.196428571,A143,A152,0,A174,0,A192,A201,1
A13,0.470588235,A32,A43,0.30802245,A61,A73,1,A93,A101,0,A123,0.089285714,A143,A152,0,A173,0,A191,A201,0
A12,0.205882353,A34,A40,0.034885001,A61,A75,1,A93,A101,1,A123,0.303571429,A141,A152,0,A173,1,A192,A201,1
A11,0.161764706,A32,A40,0.204082756,A61,A73,0.666666667,A92,A101,0.333333333,A122,0.178571429,A143,A152,0,A173,0,A192,A201,1
A11,0.25,A32,A43,0.129635743,A61,A72,1,A92,A101,1,A122,0.160714286,A143,A151,0,A174,0,A192,A201,0
A12,0.294117647,A32,A41,0.138109387,A65,A75,1,A93,A101,1,A124,0.303571429,A141,A153,0,A173,0,A192,A201,0
A11,0.647058824,A32,A40,0.202542093,A61,A74,1,A93,A101,1,A124,0.482142857,A143,A153,0,A173,1,A191,A201,1
A11,0.117647059,A32,A42,0.025200836,A61,A73,0.333333333,A93,A103,0.666666667,A122,0.339285714,A143,A152,0,A172,1,A191,A201,0
A14,0.117647059,A32,A43,0.034995048,A65,A73,1,A92,A101,0.333333333,A123,0.035714286,A143,A152,0,A173,0,A191,A201,0
A14,0.294117647,A32,A43,0.111918125,A61,A74,1,A93,A101,0.333333333,A123,0.160714286,A143,A152,0,A173,0,A192,A201,0
A14,0.205882353,A32,A43,0.23902278,A61,A72,0.666666667,A93,A101,0.333333333,A123,0.232142857,A143,A152,0,A173,0,A192,A201,0
A14,0.029411765,A32,A42,0.083415869,A61,A73,0,A94,A101,0.333333333,A122,0.035714286,A143,A151,0,A173,0,A191,A201,0
A14,0.382352941,A33,A49,0.221305161,A62,A73,0.333333333,A93,A101,0.333333333,A122,0.125,A143,A152,0.333333333,A172,0,A191,A201,0
A14,0.117647059,A32,A46,0.025806097,A61,A75,1,A93,A101,1,A123,0.392857143,A141,A152,0,A172,1,A191,A201,1
A11,0.235294118,A32,A42,0.107956421,A65,A74,1,A93,A101,1,A123,0.357142857,A143,A152,0,A173,0,A192,A201,0
A14,0.029411765,A32,A48,0.054363376,A65,A71,1,A93,A101,1,A122,0.303571429,A143,A152,0,A174,1,A192,A201,0
A12,0.205882353,A32,A40,0.330692198,A61,A74,0.666666667,A93,A101,0.666666667,A121,0.160714286,A143,A151,0,A172,0,A191,A201,0
A14,0.117647059,A34,A45,0.04104765,A65,A74,1,A92,A101,1,A121,0.071428571,A143,A152,0.333333333,A173,0,A191,A201,0
A11,0.117647059,A34,A40,0.105700451,A61,A73,1,A93,A101,1,A122,0.339285714,A141,A152,0.333333333,A172,0,A191,A202,0
A14,0.088235294,A32,A40,0.07411687,A63,A73,0.666666667,A93,A101,0.333333333,A124,0.375,A143,A151,0,A172,1,A191,A202,0
A11,0.205882353,A34,A45,0.051722241,A61,A71,0.333333333,A92,A101,1,A124,0.642857143,A143,A153,0.666666667,A171,1,A191,A201,1
A14,0.044117647,A34,A43,0.026411357,A65,A75,1,A93,A101,0.333333333,A122,0.482142857,A143,A151,0.333333333,A172,0,A192,A201,0
A11,0.382352941,A32,A42,0.335644327,A65,A75,1,A93,A101,1,A122,0.214285714,A143,A152,0,A173,0,A191,A201,1
A14,0.382352941,A34,A41,0.404203808,A65,A75,0,A93,A101,1,A123,0.785714286,A143,A152,0.333333333,A173,0,A191,A201,0
A12,0.294117647,A34,A41,0.413117641,A64,A75,0.333333333,A92,A101,1,A124,0.178571429,A143,A151,0,A173,0,A191,A201,0
A14,0.470588235,A32,A46,0.086332123,A61,A73,1,A93,A101,1,A124,0.321428571,A142,A153,0,A173,0,A192,A201,1
A12,0.294117647,A34,A49,0.092714867,A61,A75,1,A91,A101,1,A121,0.214285714,A143,A152,0.333333333,A173,0,A192,A201,1
A11,0.029411765,A32,A42,0.009794212,A61,A75,0.333333333,A92,A101,0,A122,0.535714286,A141,A152,0,A173,0,A192,A201,0
A12,0.205882353,A34,A43,0.085011555,A61,A75,0.666666667,A92,A103,1,A121,0.517857143,A141,A151,0.333333333,A172,0,A192,A201,0
A11,0.294117647,A32,A41,0.146362936,A61,A74,0.333333333,A93,A101,0,A124,0.267857143,A143,A153,0,A174,0,A192,A201,0
A14,0.117647059,A34,A49,0.112358314,A61,A71,1,A93,A101,0.333333333,A123,0.410714286,A142,A152,0.333333333,A174,0,A192,A201,1
A11,0.205882353,A30,A49,0.157037526,A61,A74,0.666666667,A93,A101,0,A122,0.214285714,A141,A152,0,A173,0,A192,A201,0
A14,0.205882353,A32,A43,0.067293936,A61,A72,0.666666667,A94,A101,1,A121,0.357142857,A143,A152,0,A173,0,A192,A201,0
A11,0.161764706,A30,A40,0.038516562,A61,A75,1,A93,A101,0.666666667,A123,0.25,A143,A151,0.333333333,A173,1,A191,A201,1
A12,0.558823529,A31,A41,0.497028722,A61,A71,0,A93,A101,0.333333333,A124,0.642857143,A141,A153,0,A174,0,A192,A201,0
A14,0.294117647,A34,A41,0.305601409,A64,A73,1,A93,A101,0.333333333,A121,0.142857143,A143,A152,0.333333333,A173,0,A191,A201,0
A13,0.294117647,A32,A43,0.055463849,A63,A73,0.666666667,A92,A101,0.666666667,A123,0.678571429,A143,A152,0,A172,0,A191,A201,0
A14,0.161764706,A31,A43,0.072576208,A62,A75,1,A93,A101,1,A123,0.267857143,A141,A152,0,A172,1,A191,A201,0
A11,0.25,A34,A40,0.074391989,A61,A75,1,A94,A101,0.666666667,A123,0.196428571,A143,A152,0.333333333,A173,0,A192,A201,0
A14,0.382352941,A34,A43,0.357213602,A65,A74,0.333333333,A93,A101,0.666666667,A122,0.303571429,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.161764706,A32,A40,0.279190052,A63,A75,0,A92,A101,1,A124,0.285714286,A143,A153,0,A173,0,A191,A201,0
A14,0.294117647,A34,A40,0.057059536,A64,A75,1,A92,A101,1,A121,0.321428571,A143,A152,0.333333333,A173,0,A192,A201,0
A12,0.117647059,A34,A41,0.085506768,A62,A72,0.666666667,A93,A101,1,A122,0.446428571,A143,A152,0,A173,0,A191,A201,0
A11,0.294117647,A31,A43,0.071310664,A61,A74,1,A93,A103,1,A123,0.089285714,A141,A151,0,A172,0,A191,A201,1
A12,0.029411765,A32,A43,0.012875536,A61,A74,0.666666667,A94,A103,0.666666667,A121,0.160714286,A141,A152,0,A172,0,A191,A201,0
A11,0.294117647,A31,A40,0.114174095,A62,A74,0.333333333,A93,A101,0.666666667,A123,0.232142857,A141,A152,0,A173,0,A191,A201,0
A13,0.161764706,A32,A49,0.13409266,A61,A74,0.333333333,A93,A101,1,A122,0.125,A143,A151,0,A173,0,A192,A201,0
A11,0.205882353,A33,A46,0.45234951,A65,A73,0,A92,A101,0.333333333,A123,0.071428571,A143,A151,0.333333333,A173,0,A192,A201,0
A12,0.161764706,A32,A43,0.06569825,A65,A72,1,A93,A101,0,A122,0.071428571,A143,A152,0,A173,0,A191,A201,0
A11,0.470588235,A32,A40,0.165015957,A61,A74,0.333333333,A93,A101,1,A124,0.357142857,A141,A153,0,A174,1,A192,A201,0
A11,0.470588235,A31,A42,0.137339056,A61,A75,1,A93,A101,1,A123,0.214285714,A141,A152,0,A173,0,A191,A201,1
A13,0.117647059,A34,A40,0.037911302,A63,A74,1,A94,A101,0.333333333,A121,0.160714286,A143,A152,0.666666667,A173,0,A192,A201,1
A11,0.294117647,A31,A41,0.186090019,A61,A73,0,A92,A103,1,A123,0.053571429,A141,A151,0,A173,0,A191,A202,0
A14,0.117647059,A34,A42,0.305436338,A65,A75,0.333333333,A93,A101,1,A122,0.535714286,A143,A151,0,A173,0,A192,A201,0
A12,0.294117647,A32,A41,0.622317597,A61,A73,0,A92,A101,1,A123,0.071428571,A143,A151,0.333333333,A174,0,A191,A201,1
A14,0.088235294,A32,A46,0.026246286,A63,A75,1,A93,A101,1,A124,0.482142857,A143,A153,0,A173,0,A192,A201,0
A12,0.294117647,A34,A410,0.64311654,A61,A73,0.333333333,A93,A102,0.666666667,A123,0.357142857,A143,A152,0.333333333,A174,1,A192,A201,1
A12,0.602941176,A32,A43,0.153020799,A62,A73,1,A93,A103,1,A122,0.035714286,A143,A151,0,A173,0,A191,A201,1
A14,0.117647059,A32,A42,0.083525916,A61,A73,0.666666667,A93,A101,0.333333333,A121,0.089285714,A143,A151,0,A172,0,A191,A201,0
A14,0.117647059,A34,A49,0.063937493,A61,A73,1,A92,A103,0.333333333,A121,0.178571429,A143,A152,0.333333333,A174,0,A192,A201,0
A12,0.102941176,A33,A43,0.248761968,A61,A74,0.333333333,A93,A101,1,A122,0.571428571,A143,A152,0,A173,0,A191,A201,0
A11,0.117647059,A32,A43,0.047155277,A61,A73,0.333333333,A93,A101,0.333333333,A121,0.017857143,A143,A151,0,A174,1,A192,A201,0
A12,0.029411765,A34,A48,0.037526136,A65,A74,0,A92,A101,0.666666667,A122,0.357142857,A143,A152,0.333333333,A172,0,A191,A201,0
A14,0.735294118,A30,A41,0.505447342,A65,A73,0.333333333,A93,A101,0.333333333,A122,0.357142857,A143,A152,0,A172,1,A191,A201,0
A11,0.294117647,A32,A43,0.056784417,A62,A73,1,A92,A101,0.333333333,A123,0.232142857,A143,A152,0,A172,0,A191,A201,1
A11,0.426470588,A34,A42,0.221800374,A63,A73,0,A92,A101,1,A123,0.071428571,A143,A152,0.333333333,A173,0,A191,A201,1
A12,0.470588235,A34,A40,0.141410807,A61,A72,1,A91,A101,1,A123,0.142857143,A143,A152,0.333333333,A173,0,A191,A201,1
A14,0.470588235,A33,A43,0.23181468,A61,A73,1,A93,A101,0.333333333,A123,0.125,A143,A152,0.333333333,A174,0,A192,A201,1
A14,0.647058824,A34,A46,0.322438649,A61,A73,0,A93,A101,0.666666667,A124,0.214285714,A141,A153,0,A173,0,A192,A201,0
A11,0.117647059,A32,A42,0.183779025,A61,A73,0.333333333,A93,A102,0.333333333,A122,0.178571429,A143,A152,0,A172,1,A191,A201,0
A12,0.294117647,A33,A43,0.071695829,A62,A74,0.666666667,A92,A101,0.333333333,A122,0.071428571,A143,A151,0.333333333,A173,0,A192,A201,0
A11,0.294117647,A33,A40,0.059590624,A61,A71,1,A93,A101,0.333333333,A121,0.428571429,A143,A153,0.333333333,A173,1,A191,A201,1
A11,0.117647059,A32,A43,0.024815671,A61,A73,1,A94,A101,0.333333333,A121,0.375,A143,A152,0,A172,0,A191,A201,0
A14,0.029411765,A34,A43,0.054308353,A62,A73,0,A92,A101,0,A122,0.142857143,A143,A152,0.333333333,A173,0,A191,A201,0
A14,0.117647059,A34,A42,0.063387257,A63,A74,0.666666667,A92,A101,1,A123,0.321428571,A143,A151,0,A173,0,A192,A201,0
A12,0.647058824,A32,A40,0.453229889,A65,A74,0,A92,A101,0.333333333,A123,0.089285714,A143,A152,0,A173,0,A191,A201,0
A12,0.117647059,A32,A43,0.049961483,A63,A73,0.666666667,A91,A101,0,A123,0.125,A143,A152,0,A173,0,A192,A201,0
A11,0.161764706,A33,A42,0.186695279,A61,A75,0,A92,A101,1,A122,0.142857143,A143,A152,0.333333333,A172,0,A191,A201,0
A11,0.294117647,A32,A42,0.170298228,A61,A75,1,A93,A101,0.333333333,A122,0.357142857,A143,A151,0,A174,0,A192,A201,1
A12,0.117647059,A34,A40,0.038956751,A61,A74,0.333333333,A93,A101,0.666666667,A121,0.5,A143,A152,0.333333333,A172,1,A191,A201,0
A14,0.823529412,A33,A43,0.847529438,A61,A74,0.333333333,A93,A101,1,A123,0.035714286,A143,A152,0.333333333,A173,0,A192,A201,0
A12,0.647058824,A30,A49,0.197755035,A62,A74,1,A93,A101,1,A124,0.267857143,A143,A153,0,A172,1,A191,A201,1
A11,0.294117647,A32,A40,0.061681523,A65,A73,1,A92,A101,1,A121,0.107142857,A143,A151,0,A173,0,A191,A201,1
A14,0.294117647,A34,A45,0.289259382,A61,A75,0.666666667,A93,A101,1,A124,0.446428571,A143,A153,0.333333333,A173,0,A191,A201,0
A12,0.117647059,A32,A42,0.09199956,A61,A73,1,A93,A101,0.333333333,A122,0.321428571,A143,A152,0,A172,0,A191,A201,1
A11,0.117647059,A34,A41,0.063772422,A61,A75,1,A93,A101,0.666666667,A121,0.625,A143,A152,0,A173,0,A191,A201,0
A14,0.470588235,A34,A41,0.300484208,A64,A75,1,A93,A101,0.333333333,A123,0.339285714,A143,A152,0.333333333,A174,0,A192,A201,0
A14,0.117647059,A34,A49,0.055793991,A65,A75,1,A93,A101,1,A124,0.678571429,A143,A151,0,A172,0,A191,A201,0
A13,0.161764706,A32,A46,0.091064158,A61,A75,1,A93,A101,1,A123,0.375,A143,A151,0,A174,0,A192,A201,0
A14,0.382352941,A34,A43,0.155551887,A65,A75,0.666666667,A93,A101,0.333333333,A123,0.375,A143,A152,0.333333333,A173,1,A192,A201,0
A12,0.073529412,A32,A43,0.078133597,A61,A72,1,A92,A101,0.333333333,A123,0.053571429,A143,A152,0,A173,0,A192,A201,1
A14,0.294117647,A34,A41,0.208649719,A65,A74,0.666666667,A93,A101,1,A122,0.428571429,A143,A152,0.333333333,A173,0,A192,A201,0
A14,0.470588235,A32,A46,0.484483328,A65,A73,0.333333333,A93,A101,1,A124,0.285714286,A143,A153,0,A172,1,A192,A201,0
A12,0.088235294,A32,A40,0.388356994,A61,A71,0.333333333,A93,A101,1,A124,0.910714286,A141,A153,0,A174,0,A192,A201,0
A14,0.205882353,A32,A42,0.12462859,A61,A73,0.666666667,A93,A101,1,A121,0.428571429,A143,A152,0,A173,0,A192,A201,0
A14,0.294117647,A33,A42,0.214647298,A62,A73,0.333333333,A93,A101,0.666666667,A122,0.285714286,A143,A152,0.333333333,A173,0,A191,A201,0
A12,0.294117647,A34,A46,0.302244965,A61,A72,0.333333333,A92,A101,1,A124,0.089285714,A143,A153,0.333333333,A173,0,A192,A201,0
A14,0.117647059,A34,A46,0.096951689,A65,A74,1,A92,A101,0.333333333,A123,0.75,A143,A152,0,A173,0,A191,A201,0
A14,0.294117647,A32,A41,0.129470672,A64,A73,0.333333333,A92,A101,1,A123,0.160714286,A143,A151,0,A173,0,A192,A201,0
A11,0.205882353,A32,A40,0.039947177,A61,A72,0,A92,A101,0.333333333,A123,0.071428571,A143,A152,0,A172,0,A191,A201,1
A11,0.029411765,A34,A40,0.245735666,A65,A72,0,A93,A101,0.666666667,A121,0.446428571,A143,A152,0.333333333,A172,1,A191,A201,0
A11,0.117647059,A32,A43,0.108066469,A61,A73,1,A93,A101,0.666666667,A122,0.089285714,A143,A152,0,A172,0,A191,A201,0
A11,0.058823529,A34,A40,0.173214482,A61,A74,0,A93,A101,1,A121,0.357142857,A143,A152,0.333333333,A172,0,A191,A202,0
A14,0.647058824,A34,A41,0.623968306,A62,A73,0.333333333,A92,A101,1,A123,0.089285714,A141,A151,0.333333333,A172,0,A191,A201,1
A14,0.073529412,A34,A46,0.054693518,A65,A75,1,A92,A101,1,A122,0.392857143,A143,A151,0.333333333,A172,0,A191,A201,0
A12,0.294117647,A32,A42,0.209475074,A61,A74,0.666666667,A91,A101,0.666666667,A123,0.428571429,A143,A152,0,A173,0,A192,A201,1
A12,0.044117647,A32,A43,0.127985034,A61,A73,0.333333333,A93,A103,0.333333333,A121,0.285714286,A143,A152,0,A173,0,A191,A201,0
A14,0.294117647,A34,A43,0.133927589,A61,A73,1,A93,A101,0.333333333,A121,0.285714286,A143,A152,0.333333333,A172,0,A191,A201,0
A14,0,A34,A43,0.068944646,A61,A74,0.333333333,A93,A101,0,A121,0.410714286,A143,A152,0.333333333,A172,1,A191,A201,0
A12,0.647058824,A32,A43,0.589358424,A64,A74,0,A93,A102,0.333333333,A124,0.142857143,A141,A152,0.333333333,A173,0,A192,A201,1
A14,0.117647059,A32,A40,0.062506878,A63,A73,0.333333333,A92,A101,0.333333333,A122,0.125,A143,A152,0,A173,0,A191,A201,1
A14,0.470588235,A32,A49,0.302189942,A62,A74,0.333333333,A93,A101,0.333333333,A123,0.214285714,A143,A152,0.333333333,A173,0,A192,A201,0
A11,0.205882353,A31,A40,0.065588203,A61,A74,1,A93,A101,1,A124,0.232142857,A143,A153,0.333333333,A172,1,A191,A201,1
A14,0.205882353,A32,A41,0.172114009,A65,A73,0.333333333,A93,A101,0,A122,0.214285714,A143,A152,0,A173,0,A192,A201,0
A14,0.470588235,A34,A40,0.180752724,A61,A74,1,A93,A101,1,A123,0.321428571,A143,A152,0.333333333,A173,0,A192,A201,0
A14,0.102941176,A34,A43,0.049741389,A62,A71,1,A92,A101,1,A121,0.678571429,A143,A152,0.666666667,A172,0,A191,A201,0
A13,0.029411765,A34,A46,0.043853857,A61,A73,0.333333333,A92,A101,1,A122,0.553571429,A143,A152,0,A172,0,A191,A201,0
A12,0.338235294,A32,A49,0.201661715,A61,A73,1,A93,A101,0.333333333,A123,0.303571429,A143,A152,0,A173,1,A192,A201,1
A14,0.161764706,A32,A42,0.106525806,A65,A74,0,A92,A101,1,A121,0.25,A141,A151,0,A172,0,A191,A201,0
A14,0.117647059,A32,A43,0.105700451,A61,A72,0.333333333,A92,A101,0.333333333,A123,0.178571429,A141,A152,0,A173,0,A191,A201,0
A14,0.294117647,A34,A410,0.333663475,A61,A71,1,A93,A102,0.333333333,A124,0.142857143,A141,A152,0.333333333,A174,0,A192,A201,0
A11,0.117647059,A31,A48,0.004897106,A61,A75,1,A94,A101,0,A123,0.464285714,A141,A152,0,A172,0,A191,A201,0
A11,0.470588235,A34,A42,0.328986464,A61,A72,1,A92,A102,1,A124,0.071428571,A143,A151,0.333333333,A172,0,A192,A201,1
A14,0.029411765,A32,A43,0.014746341,A61,A73,0.666666667,A92,A101,0,A121,0.178571429,A143,A152,0,A173,0,A191,A201,0
A14,0.161764706,A32,A46,0.240618466,A62,A73,0.666666667,A93,A101,0.333333333,A122,0.375,A143,A152,0,A174,0,A192,A201,1
A13,0.558823529,A30,A49,0.332287884,A61,A72,0.333333333,A91,A101,0,A122,0.25,A143,A152,0.333333333,A173,0,A191,A201,0
A13,0.117647059,A32,A43,0.152195444,A61,A73,0.666666667,A94,A101,0,A123,0.089285714,A143,A152,0,A173,0,A191,A201,0
A11,0.117647059,A32,A40,0.128150105,A61,A72,1,A93,A101,0,A121,0.25,A143,A152,0,A172,1,A191,A201,1
A14,0.647058824,A34,A49,0.406019588,A65,A75,1,A91,A101,0.333333333,A123,0.482142857,A141,A152,0.333333333,A174,1,A191,A201,0
A12,0.205882353,A32,A41,0.139154837,A61,A73,0,A94,A101,0.666666667,A123,0.035714286,A143,A151,0,A173,0,A192,A201,0
A14,0.161764706,A32,A41,0.152910752,A61,A74,0.333333333,A93,A101,0.333333333,A123,0.25,A143,A152,0,A173,0,A191,A201,0
A11,0.205882353,A32,A40,0.227247717,A62,A73,0.666666667,A93,A101,1,A123,0.285714286,A143,A152,0,A172,1,A192,A201,0
A14,0.161764706,A34,A43,0.067183889,A61,A73,1,A93,A101,1,A124,0.285714286,A143,A153,0.333333333,A173,0,A192,A201,0
A14,0.294117647,A34,A43,0.108561682,A62,A75,1,A93,A101,1,A122,0.589285714,A141,A152,0.333333333,A173,0,A191,A201,0
A12,0.294117647,A32,A43,0.098437328,A61,A72,0,A94,A101,0,A122,0.053571429,A143,A152,0,A173,0,A192,A201,1
A14,0.294117647,A33,A49,0.150104545,A65,A73,1,A93,A101,1,A121,0.232142857,A143,A152,0.333333333,A173,1,A192,A201,0
A12,0.338235294,A32,A49,0.125343898,A61,A72,1,A92,A101,0,A122,0.232142857,A143,A152,0,A173,1,A192,A201,0
A13,0.117647059,A32,A42,0.06734896,A61,A72,1,A92,A101,0,A122,0.25,A141,A152,0,A174,0,A192,A201,0
A14,0.117647059,A32,A46,0.062892044,A61,A75,1,A93,A101,1,A122,0.5,A141,A152,0.666666667,A173,1,A192,A201,0
A11,0.205882353,A32,A43,0.092769891,A65,A74,0.333333333,A94,A101,1,A123,0.071428571,A143,A151,0.333333333,A172,0,A191,A201,0
A12,0.338235294,A30,A49,0.44393089,A61,A75,0.333333333,A92,A101,1,A124,0.410714286,A143,A153,0.333333333,A174,0,A192,A201,1
A14,0.470588235,A32,A42,0.590073732,A61,A71,1,A92,A101,0.333333333,A123,0.125,A143,A152,0.333333333,A174,0,A192,A201,1
A12,0.161764706,A31,A40,0.363156157,A62,A71,0,A93,A101,0.333333333,A122,0.267857143,A143,A152,0,A174,1,A192,A201,1
A11,0.647058824,A32,A43,0.371354683,A61,A74,0,A94,A103,0,A121,0.267857143,A143,A152,0.333333333,A173,0,A192,A201,1
A12,0.029411765,A32,A40,0.787113459,A65,A71,0,A93,A101,0.333333333,A122,0.071428571,A143,A152,0,A171,0,A192,A201,1
